,Gender,Review,Rating
27072,F,"Good communication and checked that the edits were to my satisfaction, making adjustments as required. The images weren’t great quality originally but much improved with Gemma’s retouching.",5.0
27073,,"Easy to work with, high-quality coding and quick communication",5.0
27074,M,good freelancer,5.0
27075,M,Thank you for doing such great work in the amount of time you had.  I really appreciate your professionalism!,5.0
27076,M,Very comprehensive,5.0
27077,,"Astonishing ! 
Thank You Izabella",5.0
27078,M,Thanks khan,5.0
27079,,"Great work, very happy",5.0
27080,,"Ready on every issue, quick answers, professional and positive.
We hope to work together again",5.0
27081,M,Nice job. Thanks,5.0
27082,M,Easy to work with. I will surely use his skills again.,5.0
27083,,"Eszter J. won the design contest of fb ads, but what impressed me even more was the perfectly layered .psd file (that wasn't a must).",5.0
27084,,Very good . Would recommend.,5.0
27085,,"Die Arbeit war sehr gut, seine Einreichung ist mir beim Wettbewerb sofort ins Auge gestoßen, auch nachher bei den Ausbesserungen hat er schnell reagiert und alles so gefertigt, wie man es sich vorstellt.",5.0
27086,,Fantastically done!,5.0
27087,M,"Really recommend, nice work",5.0
27088,,Excellent every time! :),5.0
27089,M,Great understanding of tasks required,5.0
27090,M,Great Designer... with very good ideas.. an can ideal realize my ideas... is the second time that i work with him - but not the last time :-),3.0
27091,,great person to work with,5.0
27092,F,Great writer! Will use again!,5.0
27093,M,It was Quite a good Experience to work with Ivailo. He Knows his stuff well and takes the work seriously.  He produced High Quality Work!,5.0
27094,M,"I was lucky to find Siarhei for my graphic design project. He was able to look beyond my immediate requests and find out what I was really looking to achieve. Then he executed it an efficient, fast and fair manner. Highly recommended.",4.7
27095,M,excellent working buddy. fast and professional work,5.0
27096,M,Great communication and professional attitude. Mr O knows what he is doing! Will hire again! Thank you,5.0
27097,M,"Excellent work, thank you very much, Richard",5.0
27098,M,"Really a great developer. Sonu is a nice person, always available and it's really a pleasure to work with him. I really reccomend him because is a honest person and knows really good him work. I will call him again for shure for the next things.",5.0
27099,M,Great!,5.0
27100,M,"Good communication and job quality, I will hire again and I recommend.",5.0
27101,M,Excellent Work .,5.0
27102,M,"Very Well Done,",5.0
27103,,"Rehired Pragash,  and same as the first time.... Perfect!!",5.0
27104,M,Amazing work and would highly recommend! Will definitely be using his service again.,5.0
27105,,Great Work! Went above and beyond. Thank you!,5.0
27106,M,"Nice freelancer, I´ll keep on working with him",4.0
27107,,Amazing job. Went above and beyond for project! Thanks M,5.0
27108,M,"A first-class professional, patient and thoroughly detailed.",5.0
27109,,"Very Professional
""A++++++++++++++++++++""",4.0
27110,M,(need some guidelines but great freelancer..! calm -quit -unlimited revision ..hire again.,5.0
27111,,good programmer,5.0
27112,M,Great,4.8
27113,,Excellent work and communication.,5.0
27114,M,"Thank you , very professional",4.0
27115,M,"Very educate and does extensive research.
We will be working with him a lot this year.",3.8
27116,,"Excellent job!
Will hire again!",5.0
27117,,Good Freelancer,5.0
27118,F,Beverly did a great job on this project. Will be using her again.,4.7
27119,,nicely done,5.0
27120,M,Very nice logo thanks again,5.0
27121,M,"Fantastic communication and quality, full recommendation!",5.0
27122,M,"Hadi did a great job, was really responsive, worked independently and was great value given the low budget.",4.6
27123,,couldnt help me out on this occasion but has done good work for me in the past,5.0
27124,M,best !!! AAA+++,5.0
27125,M,Excelent work! Very comited to the contest. Presented several options and made corrections with enthusiasm. Definetly will hire him again.I am a happy client! Thanks!,5.0
27126,,excelente muy buen desarrollador,5.0
27127,M,"Wonderful. Very professional. I'll definitely use them again. I'll spread the word here in South Africa. Good job. Thank you and thank you. Whaooo. Out of 100%, I give them 200%",4.4
27128,M,Helped me a LOT! THANKS!,5.0
27129,M,"Loved his designs, Simple and elegant",5.0
27130,M,great,5.0
27131,M,dedication,5.0
27132,M,"Cooperative as usual, Victor does the job exceptionally well.",5.0
27133,M,Abhishek did exactly what I asked him to do and delivered early. Great work!,5.0
27134,F,Great work!,2.4
27135,,very good once again,1.6
27136,M,Very detailed and quick. Will continue to work with him going forward on projects.,5.0
27137,M,very good,5.0
27138,M,"Brilliant!, fast, efective, very good comunication, will hire again",5.0
27139,M,great to work with!,5.0
27140,F,Good i hope to work with you again in future​,4.8
27141,M,"Great! Second logo for me in less than one month from this guy, very good job!",4.9
27142,M,Great service I'll use him again very soon,5.0
27143,M,"Easy to work with and nice designs.

Thanks!",1.0
27144,,Très bien merci,5.0
27145,M,Another great job by Edmilson. Highly recommend him!,4.7
27146,F,Hema helps me with Mailchimp issies regularly.,5.0
27147,M,Great job! Finished before the deadline!,5.0
27148,M,"The vendor was clear, on time and very easy to work with. His pricing was competitive and his quality was excellent. I will use again. Thank you Sourabha R!",5.0
27149,M,"Our experience with [login to view URL] was great. And Ura is just super professional and refreshingly polite.

Very satisfied all round.",5.0
27150,F,Excellent freelancer. Delivered the work on time and implemented all the changes I requested.,4.9
27151,,Tamas delivered good quality work,5.0
27152,F,Good writer,4.7
27153,M,All and all Project was delivered satisfactory. Will hire for future product projects,4.8
27154,M,"Danharrison did an amazing job. Excellent professional, extremely competent and polite. I'll definitely keep working with him on my future projects. Work was delivered with quality and on time.",4.4
27155,M,"My project was delivered sooner than expected, with 10/10 quality. He even went the extra mile to get things working on my nginx server. Very strong PHP and JS background. Will definitely request to use him on future projects. Thanks for the great job!",5.0
27156,M,Great work experience! Sometimes slow to respond but the quality of work is excellent!,5.0
27157,M,Very Good Communication and Fast Delivery,5.0
27158,M,"THanks Ahmed, great work!",5.0
27159,,Mariana is great to work with!  She is very professional and a great communicator.  She developed an action plan and marketing strategy very quickly after researching and understanding the niche market area for my application and the type of user base I am looking for.  She analyzed my current marketing strategies and advised me in what was and was not working.  She is very detail oriented and highly motivated.  Will definitely work with again in the future!,5.0
